slug,name,aliases,strain_type,lineage,dominant_terpene,aroma_notes,flavor_notes,terpenes,dominant_cannabinoid,potency_note,bud_structure,origin,summary,sources,confidence
strawberry lemonade,Strawberry Lemonade,,sativa,,,berry|lemon|strawberry,berry|lemon|strawberry|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Strawberry Lemonade is a sativa with flavors of berry, lemon, strawberry.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
strawberry mango haze,Strawberry Mango Haze,,sativa,,,mango|strawberry|sweet,mango|strawberry|sweet,,thc,WA flower lots test around 16% THC on average.,,,"Strawberry Mango Haze is a sativa with flavors of mango, strawberry, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
strawberry milkshake,Strawberry Milkshake,,hybrid,,,berry|strawberry|sweet,berry|strawberry|sweet,,thc,WA flower lots test around 20% THC on average.,,Baked Genetics,"Strawberry Milkshake is a hybrid with flavors of berry, strawberry, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
strawberry og,Strawberry Og,,hybrid,,,diesel|herbal|spicy,diesel|herbal|spicy|strawberry,,thc,WA flower lots test around 17% THC on average.,,The Cali Connection,"Strawberry Og is a hybrid with flavors of diesel, herbal, spicy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
strawberry-blondie,Strawberry-blondie,,hybrid,,,earthy|strawberry|sweet,earthy|strawberry|sweet,,thc,,,,"Strawberry-blondie is a hybrid with flavors of earthy, strawberry, sweet.",The Cannabis API (Piyush-Bhor),0.65
strawberry-durban-diesel,Strawberry-durban-diesel,,sativa,,,diesel|earthy|strawberry,diesel|earthy|strawberry,,thc,,,Loud Seeds,"Strawberry-durban-diesel is a sativa with flavors of diesel, earthy, strawberry.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
strawberry-satori,Strawberry-satori,,sativa,,,berry|grape|pungent,berry|grape|pungent|strawberry|sweet,,thc,,,,"Strawberry-satori is a sativa with flavors of berry, grape, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sublime,Sublime,,sativa,,,earthy|floral|pine,earthy|floral|pine,,thc,,,,"Sublime is a sativa with flavors of earthy, floral, pine.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor),0.65
sugar cookie,Sugar Cookie,,hybrid,,,earthy|sweet,earthy|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Sugar Cookie is a hybrid with flavors of earthy, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sugar kush,Sugar Kush,,indica,,,earthy|pine|sweet,earthy|pine|sweet|woody,,thc,WA flower lots test around 14% THC on average.,,Dizzy Duck Seeds,"Sugar Kush is an indica with flavors of earthy, pine, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sugar mama,Sugar Mama,,indica,,,blueberry|citrus|sweet,blueberry|citrus|sweet|tropical,,thc,WA flower lots test around 18% THC on average.,,,"Sugar Mama is an indica with flavors of blueberry, citrus, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sugar punch,Sugar Punch,,hybrid,,,skunk|sweet|woody,skunk|sweet|woody,,thc,WA flower lots test around 18% THC on average.,,,"Sugar Punch is a hybrid with flavors of skunk, sweet, woody.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sugar-shack,Sugar-shack,,hybrid,,,earthy|pine|sweet,earthy|pine|sweet,,thc,,,Prairie Pride Seeds,"Sugar-shack is a hybrid with flavors of earthy, pine, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
suicide girl,Suicide Girl,,hybrid,,,citrus|sweet,citrus|sweet,,thc,,,,"Suicide Girl is a hybrid with flavors of citrus, sweet.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor),0.65
summertime-squeeze,Summertime-squeeze,,sativa,,,earthy|herbal|spicy,earthy|herbal|spicy,,thc,,,,"Summertime-squeeze is a sativa with flavors of earthy, herbal, spicy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sumo-grande,Sumo-grande,,sativa,,,citrus|pine|sweet,citrus|pine|sweet,,thc,,,,"Sumo-grande is a sativa with flavors of citrus, pine, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sumo-og-kush,Sumo-og-kush,,indica,,,diesel|earthy|pine,diesel|earthy|pine,,thc,,,,"Sumo-og-kush is an indica with flavors of diesel, earthy, pine.",The Cannabis API (Piyush-Bhor),0.65
sun-ra,Sun-ra,,sativa,,,citrus|earthy|sweet,citrus|earthy|sweet,,thc,,,Helping Hands Herbals,"Sun-ra is a sativa with flavors of citrus, earthy, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sunburn,Sunburn,,sativa,,,citrus|earthy|sweet,citrus|earthy|sweet,,thc,,,Helping Hands Herbals,"Sunburn is a sativa with flavors of citrus, earthy, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sunset-haze,Sunset-haze,,hybrid,,,citrus|floral|sweet,citrus|floral|sweet,,thc,,,,"Sunset-haze is a hybrid with flavors of citrus, floral, sweet.",The Cannabis API (Piyush-Bhor),0.65
sunshine,Sunshine,,sativa,,,citrus|sweet|herbal,citrus|sweet|herbal,,thc,WA flower lots test around 19% THC on average.,,,"Sunshine is a sativa with flavors of citrus, sweet, herbal.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sunshine daydream,Sunshine Daydream,,indica,,,blueberry|citrus|diesel,blueberry|citrus|diesel|floral|pungent|sweet,,thc,WA flower lots test around 22% THC on average.,,Bodhi Seeds,"Sunshine Daydream is an indica with flavors of blueberry, citrus, diesel.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sunshine-4,Sunshine-4,,hybrid,,,citrus|herbal|spicy,citrus|herbal|spicy|sweet,,thc,,,,"Sunshine-4 is a hybrid with flavors of citrus, herbal, spicy.",The Cannabis API (Piyush-Bhor),0.65
supa-don,Supa-don,,sativa,,,apricot|herbal|spicy,apricot|herbal|spicy|sweet,,thc,,,,"Supa-don is a sativa with flavors of apricot, herbal, spicy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
super blue dream,Super Blue Dream,,hybrid,,,blueberry|sweet|herbal,blueberry|sweet|herbal,,thc,WA flower lots test around 23% THC on average.,,,"Super Blue Dream is a hybrid with flavors of blueberry, sweet, herbal.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super cat piss,Super Cat Piss,,sativa,,,coffee|lemon,coffee|lemon,,thc,WA flower lots test around 18% THC on average.,,,"Super Cat Piss is a sativa with flavors of coffee, lemon.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super cheese,Super Cheese,,indica,,,cheese|earthy,cheese|earthy,,thc,WA flower lots test around 14% THC on average.,,Positronics Seeds,"Super Cheese is an indica with flavors of cheese, earthy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super g,Super G,,sativa,,,earthy|pine|pungent,earthy|pine|pungent,,thc,WA flower lots test around 19% THC on average.,,Bacchus,"Super G is a sativa with flavors of earthy, pine, pungent.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super green crack,Super Green Crack,,sativa,,,citrus|earthy|floral,citrus|earthy|floral|pungent,,thc,WA flower lots test around 17% THC on average.,,,"Super Green Crack is a sativa with flavors of citrus, earthy, floral.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super kush,Super Kush,,indica,,,earthy|floral|mint,earthy|floral|mint|pine,,thc,WA flower lots test around 19% THC on average.,,,"Super Kush is an indica with flavors of earthy, floral, mint.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super lemon og,Super Lemon Og,,hybrid,,,citrus|earthy|lemon,citrus|earthy|lemon,,thc,WA flower lots test around 21% THC on average.,,DNA Genetics,"Super Lemon Og is a hybrid with flavors of citrus, earthy, lemon.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super silver lights,Super Silver Lights,,hybrid,,,floral|pungent|sweet,floral|pungent|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Super Silver Lights is a hybrid with flavors of floral, pungent, sweet.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super snow dog,Super Snow Dog,,sativa,,,citrus|earthy|floral,citrus|earthy|floral,,thc,WA flower lots test around 16% THC on average.,,,"Super Snow Dog is a sativa with flavors of citrus, earthy, floral.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super sour diesel,Super Sour Diesel,,sativa,,,diesel|earthy|sweet,diesel|earthy|sweet,,thc,WA flower lots test around 16% THC on average.,,The King Klone Brand,"Super Sour Diesel is a sativa with flavors of diesel, earthy, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super sour og,Super Sour Og,,hybrid,,,citrus|lemon|sweet,citrus|lemon|sweet,,thc,WA flower lots test around 17% THC on average.,,Emerald Triangle,"Super Sour Og is a hybrid with flavors of citrus, lemon, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super sour skunk,Super Sour Skunk,,hybrid,,,citrus|diesel|earthy,citrus|diesel|earthy,,thc,WA flower lots test around 12% THC on average.,,HortiLab Seeds,"Super Sour Skunk is a hybrid with flavors of citrus, diesel, earthy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super sour widow,Super Sour Widow,,hybrid,,,earthy|herbal|pungent,earthy|herbal|pungent|spicy,,thc,WA flower lots test around 21% THC on average.,,,"Super Sour Widow is a hybrid with flavors of earthy, herbal, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super sweet,Super Sweet,,hybrid,,,berry|honey|sweet,berry|honey|sweet,,thc,WA flower lots test around 20% THC on average.,,,"Super Sweet is a hybrid with flavors of berry, honey, sweet.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
super-chronic,Super-chronic,,indica,,,earthy|mint|pine,earthy|mint|pine,,thc,,,,"Super-chronic is an indica with flavors of earthy, mint, pine.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
supergirl,Supergirl,,indica,,,earthy|herbal|spicy,earthy|herbal|spicy|woody,,thc,WA flower lots test around 18% THC on average.,,,"Supergirl is an indica with flavors of earthy, herbal, spicy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
superglue,Superglue,,hybrid,,,earthy|pine|woody,earthy|pine|woody,,thc,WA flower lots test around 19% THC on average.,,Seedism,"Superglue is a hybrid with flavors of earthy, pine, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
superman og,Superman Og,,indica,,,earthy|pine|pungent,earthy|pine|pungent,,thc,WA flower lots test around 17% THC on average.,,,"Superman Og is an indica with flavors of earthy, pine, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
supermax og,Supermax Og,,hybrid,,,diesel|pine|pungent,diesel|pine|pungent,,thc,WA flower lots test around 23% THC on average.,,,"Supermax Og is a hybrid with flavors of diesel, pine, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
supernatural,Supernatural,,sativa,,,citrus|earthy|floral,citrus|earthy|floral,,thc,WA flower lots test around 20% THC on average.,,Exotic Genetix,"Supernatural is a sativa with flavors of citrus, earthy, floral.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
supernova,Supernova,,hybrid,,,floral|pungent|sweet,floral|pungent|sweet,,thc,WA flower lots test around 16% THC on average.,,,"Supernova is a hybrid with flavors of floral, pungent, sweet.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
superstar,Superstar,,hybrid,,,blueberry|citrus|strawberry,blueberry|citrus|strawberry,,thc,WA flower lots test around 21% THC on average.,,Exotic Genetix,"Superstar is a hybrid with flavors of blueberry, citrus, strawberry.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
swazi gold,Swazi Gold,,sativa,,,citrus|earthy|woody,citrus|earthy|woody,,thc,,,,"Swazi Gold is a sativa with flavors of citrus, earthy, woody.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor),0.65
sweet baby jane,Sweet Baby Jane,,indica,,,citrus|pungent|sweet,citrus|pungent|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Sweet Baby Jane is an indica with flavors of citrus, pungent, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet berry,Sweet Berry,,hybrid,,,berry|herbal|sweet,berry|herbal|sweet,,thc,WA flower lots test around 22% THC on average.,,,"Sweet Berry is a hybrid with flavors of berry, herbal, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet cheese,Sweet Cheese,,sativa,,,cheese|pungent|sweet,cheese|pungent|sweet,,thc,WA flower lots test around 18% THC on average.,,Sweet Seeds,"Sweet Cheese is a sativa with flavors of cheese, pungent, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet deep grapefruit,Sweet Deep Grapefruit,,indica,,,citrus|sweet,citrus|sweet,,thc,WA flower lots test around 18% THC on average.,,Dinafem Seeds,"Sweet Deep Grapefruit is an indica with flavors of citrus, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet diesel,Sweet Diesel,,sativa,,,diesel|sweet|woody,diesel|sweet|woody,,thc,WA flower lots test around 21% THC on average.,,,"Sweet Diesel is a sativa with flavors of diesel, sweet, woody.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet dream,Sweet Dream,,hybrid,,,berry|earthy|pungent,berry|earthy|pungent,,thc,WA flower lots test around 25% THC on average.,,,"Sweet Dream is a hybrid with flavors of berry, earthy, pungent.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet dreams,Sweet Dreams,,hybrid,,,earthy|pungent|skunk,earthy|pungent|skunk,,thc,WA flower lots test around 20% THC on average.,,K.C. Brains,"Sweet Dreams is a hybrid with flavors of earthy, pungent, skunk.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet jane,Sweet Jane,,sativa,,,citrus|floral|sweet,citrus|floral|sweet,,thc,WA flower lots test around 17% THC on average.,,,"Sweet Jane is a sativa with flavors of citrus, floral, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet kush,Sweet Kush,,hybrid,,,citrus|floral|sweet,citrus|floral|sweet,,thc,WA flower lots test around 17% THC on average.,,,"Sweet Kush is a hybrid with flavors of citrus, floral, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet pebbles,Sweet Pebbles,,hybrid,,,berry|citrus|sweet,berry|citrus|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Sweet Pebbles is a hybrid with flavors of berry, citrus, sweet.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet skunk,Sweet Skunk,,hybrid,,,citrus|herbal|mint,citrus|herbal|mint|spicy,,thc,WA flower lots test around 21% THC on average.,,Spice of Life Seeds,"Sweet Skunk is a hybrid with flavors of citrus, herbal, mint.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
sweet-harlem-diesel,Sweet-harlem-diesel,,hybrid,,,diesel|apple|sweet,diesel|apple|sweet,,thc,,,,"Sweet-harlem-diesel is a hybrid with flavors of diesel, apple, sweet.",The Cannabis API (Piyush-Bhor),0.65
sweet-lafayette,Sweet-lafayette,,indica,,,citrus|earthy|pine,citrus|earthy|pine,,thc,,,Nine Point Growth Industries,"Sweet-lafayette is an indica with flavors of citrus, earthy, pine.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
sweet-nina,Sweet-nina,,hybrid,,,diesel|skunk|earthy,diesel|skunk|earthy,,thc,,,,"Sweet-nina is a hybrid with flavors of diesel, skunk, earthy.",The Cannabis API (Piyush-Bhor),0.65
